"","GEO","Ref_Date","TYPE","STATUS","IMMIGRA","Value","GEO2"
"390","Alberta","2012/2013","University","Part-time student","Canadian students",31665,"AB"
"391","Alberta","2012/2013","University","Part-time student","International students",1341,"AB"
"392","Alberta","2006/2007","University","Total, registration status","Total, student status",94149,"AB"
"393","Alberta","2009/2010","University","Total, registration status","Total, student status",125607,"AB"
"394","Alberta","2004/2005","College","Part-time student","Total, student status",18399,"AB"
"395","Alberta","1994/1995","University","Full-time student","Total, student status",50805,"AB"
"396","Alberta","2012/2013","University","Part-time student","Total, student status",33006,"AB"
"397","Alberta","1994/1995","University","Full-time student","International students",2355,"AB"
"398","Alberta","2009/2010","University","Total, registration status","International students",8241,"AB"
"399","Alberta","2004/2005","College","Part-time student","International students",447,"AB"
"400","Alberta","2010/2011","College","Full-time student","Canadian students",34932,"AB"
"401","Alberta","2001/2002","College","Total, registration status","Canadian students",48225,"AB"
"402","Alberta","2004/2005","College","Total, registration status","International students",1431,"AB"
"403","Alberta","2004/2005","College","Part-time student","Canadian students",17952,"AB"
"404","Alberta","2004/2005","College","Total, registration status","Canadian students",59562,"AB"
"405","Alberta","2011/2012","College","Total, registration status","Canadian students",55539,"AB"
"406","Alberta","2001/2002","College","Part-time student","International students",285,"AB"
"407","Alberta","2004/2005","College","Full-time student","International students",984,"AB"
"408","Alberta","2011/2012","College","Total, registration status","International students",3603,"AB"
"409","Alberta","2009/2010","University","Total, registration status","Canadian students",117369,"AB"
"410","Alberta","2011/2012","College","Total, registration status","Total, student status",59145,"AB"
"411","Alberta","2004/2005","College","Full-time student","Total, student status",42612,"AB"
"412","Alberta","2009/2010","University","Part-time student","Total, student status",33036,"AB"
"413","Alberta","2001/2002","College","Full-time student","Canadian students",35343,"AB"
"414","Alberta","2004/2005","College","Full-time student","Canadian students",41610,"AB"
"415","British Columbia","1992/1993","University","Total, registration status","Canadian students",62316,"BC"
"416","British Columbia","1992/1993","University","Total, registration status","International students",3858,"BC"
"417","British Columbia","1998/1999","University","Total, registration status","Total, student status",76749,"BC"
"418","British Columbia","1992/1993","University","Part-time student","Total, student status",20523,"BC"
"419","British Columbia","1998/1999","University","Total, registration status","International students",4638,"BC"
"420","British Columbia","1992/1993","University","Full-time student","International students",3108,"BC"
"421","British Columbia","1992/1993","University","Full-time student","Total, student status",45648,"BC"
"422","British Columbia","1998/1999","University","Total, registration status","Canadian students",72114,"BC"
"423","British Columbia","1992/1993","University","Total, registration status","Total, student status",66171,"BC"
"424","British Columbia","2001/2002","University","Full-time student","Canadian students",54687,"BC"
"425","British Columbia","1992/1993","University","Part-time student","Canadian students",19773,"BC"
"426","British Columbia","2004/2005","College","Total, registration status","Total, student status",116601,"BC"
"427","British Columbia","1998/1999","University","Part-time student","International students",1602,"BC"
"428","British Columbia","1996/1997","University","Total, registration status","Canadian students",70533,"BC"
"429","British Columbia","1999/2000","University","Total, registration status","International students",4155,"BC"
"430","British Columbia","1999/2000","University","Total, registration status","Total, student status",74277,"BC"
"431","British Columbia","1992/1993","University","Part-time student","International students",747,"BC"
"432","British Columbia","2011/2012","University","Part-time student","Canadian students",65646,"BC"
"433","British Columbia","2011/2012","University","Part-time student","International students",8661,"BC"
"434","British Columbia","2001/2002","University","Full-time student","International students",4173,"BC"
"435","British Columbia","1998/1999","University","Part-time student","Total, student status",22713,"BC"
"436","British Columbia","1998/1999","University","Part-time student","Canadian students",21111,"BC"
"437","British Columbia","1999/2000","University","Part-time student","Total, student status",21159,"BC"
"438","British Columbia","1997/1998","University","Part-time student","Total, student status",22290,"BC"
"439","British Columbia","1997/1998","University","Total, registration status","Canadian students",70959,"BC"
"440","British Columbia","1993/1994","University","Full-time student","International students",3141,"BC"
"441","British Columbia","1993/1994","University","Full-time student","Total, student status",45801,"BC"
"442","British Columbia","1993/1994","University","Part-time student","Canadian students",20385,"BC"
"443","British Columbia","2001/2002","College","Total, registration status","International students",8127,"BC"
"444","British Columbia","1999/2000","University","Total, registration status","Canadian students",70122,"BC"
"445","British Columbia","1995/1996","University","Part-time student","International students",855,"BC"
"446","British Columbia","2002/2003","College","Full-time student","Canadian students",59721,"BC"
"447","British Columbia","1995/1996","University","Part-time student","Total, student status",21909,"BC"
"448","British Columbia","1992/1993","College","Part-time student","Total, student status",47955,"BC"
"449","British Columbia","1997/1998","University","Total, registration status","International students",4341,"BC"
"450","British Columbia","1997/1998","University","Total, registration status","Total, student status",75303,"BC"
"451","British Columbia","1997/1998","University","Part-time student","International students",1236,"BC"
"452","British Columbia","1993/1994","University","Part-time student","International students",705,"BC"
"453","British Columbia","2004/2005","University","Full-time student","Total, student status",66123,"BC"
"454","British Columbia","2011/2012","University","Total, registration status","International students",24654,"BC"
"455","British Columbia","2000/2001","University","Full-time student","International students",3363,"BC"
"456","British Columbia","2004/2005","University","Full-time student","International students",8004,"BC"
"457","British Columbia","2004/2005","University","Total, registration status","Canadian students",82227,"BC"
"458","British Columbia","1992/1993","College","Total, registration status","Total, student status",78492,"BC"
"459","British Columbia","1995/1996","University","Part-time student","Canadian students",21057,"BC"
