"","GEO","Ref_Date","TYPE","STATUS","IMMIGRA","Value","GEO2"
"2038","Nova Scotia","2003/2004","University","Part-time student","International students",606,"NS"
"2039","Nova Scotia","2003/2004","University","Part-time student","Total, student status",8538,"NS"
"2040","Nova Scotia","1992/1993","University","Part-time student","International students",165,"NS"
"2041","Nova Scotia","2001/2002","College","Full-time student","Canadian students",6438,"NS"
"2042","Nova Scotia","1992/1993","University","Total, registration status","International students",1764,"NS"
"2043","Nova Scotia","1992/1993","University","Total, registration status","Total, student status",37881,"NS"
"2044","Nova Scotia","2011/2012","University","Total, registration status","Canadian students",37476,"NS"
"2045","Nova Scotia","2003/2004","College","Total, registration status","Canadian students",7473,"NS"
"2046","Nova Scotia","2001/2002","University","Part-time student","Canadian students",7752,"NS"
"2047","Nova Scotia","2004/2005","College","Total, registration status","Total, student status",7677,"NS"
"2048","Nova Scotia","2004/2005","University","Full-time student","Canadian students",32046,"NS"
"2049","Nova Scotia","2001/2002","University","Total, registration status","Canadian students",37935,"NS"
"2050","Nova Scotia","2001/2002","University","Total, registration status","International students",2640,"NS"
"2051","Nova Scotia","2001/2002","University","Total, registration status","Total, student status",40575,"NS"
"2052","Nova Scotia","2013/2014","College","Total, registration status","Canadian students",11040,"NS"
"2053","Nova Scotia","2013/2014","College","Total, registration status","Total, student status",11715,"NS"
"2054","Nova Scotia","2013/2014","University","Full-time student","Canadian students",30516,"NS"
"2055","Nova Scotia","2010/2011","College","Part-time student","Total, student status",2202,"NS"
"2056","Nova Scotia","2010/2011","College","Total, registration status","Canadian students",11772,"NS"
"2057","Nova Scotia","2013/2014","University","Part-time student","Total, student status",7350,"NS"
"2058","Nova Scotia","2001/2002","University","Full-time student","Total, student status",32454,"NS"
"2059","Nova Scotia","2007/2008","College","Total, registration status","International students",45,"NS"
"2060","Nova Scotia","2007/2008","College","Total, registration status","Total, student status",8880,"NS"
"2061","Nova Scotia","1997/1998","College","Full-time student","Canadian students",801,"NS"
"2062","Nova Scotia","1998/1999","College","Part-time student","Canadian students",21,"NS"
"2063","Nova Scotia","1998/1999","College","Part-time student","Total, student status",327,"NS"
"2064","Nova Scotia","1999/2000","College","Part-time student","Canadian students",24,"NS"
"2065","Nova Scotia","2011/2011","College","Total, registration status","International students",0,"NS"
"2066","Nova Scotia","1999/2000","College","Total, registration status","Canadian students",747,"NS"
"2067","Nova Scotia","1999/2000","College","Total, registration status","International students",6,"NS"
"2068","Nova Scotia","1999/2000","College","Total, registration status","Total, student status",7776,"NS"
"2069","Nova Scotia","2003/2004","College","Full-time student","Canadian students",5946,"NS"
"2070","Nova Scotia","1999/2000","University","Full-time student","Total, student status",29565,"NS"
"2071","Nova Scotia","2013/2014","University","Total, registration status","Canadian students",36963,"NS"
"2072","Nova Scotia","1999/2000","University","Part-time student","Canadian students",7131,"NS"
"2073","Nova Scotia","1999/2000","University","Part-time student","International students",444,"NS"
"2074","Nova Scotia","1999/2000","University","Part-time student","Total, student status",7575,"NS"
"2075","Nova Scotia","1999/2000","University","Total, registration status","Canadian students",34977,"NS"
"2076","Nova Scotia","1992/1993","University","Full-time student","Canadian students",27825,"NS"
"2077","Nova Scotia","1999/2000","University","Total, registration status","Total, student status",37137,"NS"
"2078","Nova Scotia","1993/1994","University","Full-time student","Canadian students",28443,"NS"
"2079","Nova Scotia","1993/1994","University","Full-time student","International students",1551,"NS"
"2080","Nova Scotia","1996/1997","University","Part-time student","Total, student status",6894,"NS"
"2081","Nova Scotia","1996/1997","University","Total, registration status","Canadian students",35238,"NS"
"2082","Nova Scotia","1996/1997","University","Total, registration status","International students",1596,"NS"
"2083","Nova Scotia","2008/2009","College","Total, registration status","Canadian students",9408,"NS"
"2084","Nova Scotia","2008/2009","College","Total, registration status","International students",9,"NS"
"2085","Nova Scotia","2011/2012","University","Total, registration status","International students",5829,"NS"
"2086","Nova Scotia","2011/2012","University","Total, registration status","Total, student status",43305,"NS"
"2087","Nova Scotia","2001/2002","University","Full-time student","International students",2274,"NS"
"2088","Nova Scotia","2013/2014","College","Full-time student","Canadian students",9408,"NS"
"2089","Nova Scotia","2013/2014","College","Full-time student","Total, student status",9495,"NS"
"2090","Nova Scotia","2013/2014","College","Part-time student","Canadian students",1629,"NS"
"2091","Nova Scotia","2013/2014","College","Part-time student","Total, student status",2220,"NS"
"2092","Nova Scotia","2004/2005","University","Part-time student","Canadian students",7392,"NS"
"2093","Nova Scotia","2004/2005","University","Part-time student","International students",585,"NS"
"2094","Nova Scotia","2010/2011","College","Part-time student","International students",9,"NS"
"2095","Nova Scotia","2007/2008","College","Full-time student","International students",39,"NS"
"2096","Nova Scotia","2007/2008","College","Full-time student","Total, student status",7311,"NS"
"2097","Nova Scotia","2004/2005","University","Total, registration status","Total, student status",43539,"NS"
"2098","Nova Scotia","2010/2011","University","Full-time student","International students",4287,"NS"
"2099","Nova Scotia","2010/2011","University","Full-time student","Total, student status",35157,"NS"
"2100","Nova Scotia","2010/2011","University","Part-time student","Canadian students",6903,"NS"
"2101","Nova Scotia","2009/2010","College","Full-time student","Canadian students",8307,"NS"
"2102","Nova Scotia","2010/2011","University","Part-time student","Total, student status",7677,"NS"
"2103","Nova Scotia","2010/2011","University","Total, registration status","Canadian students",37773,"NS"
"2104","Nova Scotia","2010/2011","University","Total, registration status","International students",5061,"NS"
"2105","Nova Scotia","2010/2011","University","Total, registration status","Total, student status",42831,"NS"
"2106","Nova Scotia","2012/2013","College","Part-time student","Total, student status",2133,"NS"
"2107","Nova Scotia","2012/2013","College","Total, registration status","Canadian students",10485,"NS"
"2108","Nova Scotia","2012/2013","College","Total, registration status","Total, student status",11124,"NS"
"2109","Nova Scotia","1999/2000","University","Full-time student","Canadian students",27849,"NS"
"2110","Nova Scotia","2003/2004","College","Part-time student","Canadian students",1527,"NS"
"2111","Nova Scotia","2003/2004","College","Part-time student","Total, student status",1530,"NS"
"2112","Nova Scotia","2000/2001","College","Full-time student","Total, student status",6726,"NS"
"2113","Nova Scotia","2012/2013","University","Part-time student","Total, student status",7371,"NS"
"2114","Nova Scotia","2012/2013","University","Total, registration status","Canadian students",37257,"NS"
"2115","Nova Scotia","2012/2013","University","Total, registration status","International students",6570,"NS"
"2116","Nova Scotia","2012/2013","University","Total, registration status","Total, student status",43824,"NS"
"2117","Nova Scotia","2014/2015","College","Part-time student","Total, student status",2154,"NS"
"2118","Nova Scotia","2014/2015","College","Total, registration status","Canadian students",10572,"NS"
"2119","Nova Scotia","2014/2015","College","Total, registration status","International students",0,"NS"
"2120","Nova Scotia","2014/2015","College","Total, registration status","Total, student status",11274,"NS"
"2121","Nova Scotia","2014/2015","University","Full-time student","Canadian students",30138,"NS"
"2122","Nova Scotia","2014/2015","University","Full-time student","International students",6474,"NS"
"2123","Nova Scotia","2000/2001","University","Total, registration status","Total, student status",38823,"NS"
"2124","Nova Scotia","2014/2015","University","Part-time student","International students",1005,"NS"
"2125","Nova Scotia","2008/2009","College","Total, registration status","Total, student status",9417,"NS"
"2126","Nova Scotia","2008/2009","University","Full-time student","International students",3171,"NS"
"2127","Nova Scotia","2008/2009","University","Full-time student","Total, student status",33120,"NS"
"2128","Nova Scotia","2008/2009","University","Part-time student","Canadian students",7140,"NS"
"2129","Nova Scotia","2008/2009","University","Part-time student","International students",630,"NS"
"2130","Nova Scotia","2004/2005","University","Full-time student","International students",3513,"NS"
"2131","Nova Scotia","2004/2005","University","Full-time student","Total, student status",35562,"NS"
"2132","Nova Scotia","2012/2012","College","Full-time student","International students",0,"NS"
"2133","Nova Scotia","2012/2012","College","Part-time student","International students",0,"NS"
"2134","Nova Scotia","2007/2008","College","Full-time student","Canadian students",7197,"NS"
"2135","Nova Scotia","2010/2011","College","Part-time student","Canadian students",2193,"NS"
"2136","Nova Scotia","2007/2008","University","Total, registration status","International students",3867,"NS"
"2137","Nova Scotia","2007/2008","College","Part-time student","Canadian students",1560,"NS"
"2138","Nova Scotia","2007/2008","College","Part-time student","International students",6,"NS"
"2139","Nova Scotia","2005/2006","College","Full-time student","Canadian students",6459,"NS"
"2140","Nova Scotia","2005/2006","College","Full-time student","Total, student status",6546,"NS"
"2141","Nova Scotia","2010/2011","University","Part-time student","International students",771,"NS"
"2142","Nova Scotia","2007/2008","University","Full-time student","Canadian students",30390,"NS"
"2143","Nova Scotia","2009/2010","College","Full-time student","International students",33,"NS"
"2144","Nova Scotia","2009/2010","College","Full-time student","Total, student status",8340,"NS"
"2145","Nova Scotia","1998/1999","College","Total, registration status","Canadian students",711,"NS"
"2146","Nova Scotia","1998/1999","College","Total, registration status","International students",3,"NS"
"2147","Nova Scotia","2007/2008","University","Part-time student","Total, student status",7743,"NS"
"2148","Nova Scotia","2007/2008","University","Total, registration status","Canadian students",37578,"NS"
"2149","Nova Scotia","2003/2004","University","Total, registration status","International students",3915,"NS"
"2150","Nova Scotia","2007/2008","University","Total, registration status","Total, student status",41442,"NS"
"2151","Nova Scotia","1996/1997","College","Total, registration status","Canadian students",1032,"NS"
"2152","Nova Scotia","1992/1993","College","Full-time student","Canadian students",876,"NS"
"2153","Nova Scotia","1992/1993","College","Full-time student","International students",12,"NS"
"2154","Nova Scotia","2003/2004","College","Total, registration status","Total, student status",7662,"NS"
"2155","Nova Scotia","2003/2004","University","Full-time student","Canadian students",32928,"NS"
"2156","Nova Scotia","2003/2004","University","Full-time student","International students",3309,"NS"
"2157","Nova Scotia","2003/2004","University","Full-time student","Total, student status",36240,"NS"
"2158","Nova Scotia","2011/2012","College","Full-time student","Total, student status",9315,"NS"
"2159","Nova Scotia","2011/2012","College","Part-time student","Canadian students",1833,"NS"
"2160","Nova Scotia","2011/2012","College","Part-time student","Total, student status",2439,"NS"
"2161","Nova Scotia","2003/2004","University","Total, registration status","Canadian students",40863,"NS"
"2162","Nova Scotia","2010/2011","College","Full-time student","Total, student status",9606,"NS"
"2163","Nova Scotia","2001/2002","College","Full-time student","Total, student status",6612,"NS"
"2164","Nova Scotia","2001/2002","College","Part-time student","Canadian students",3729,"NS"
"2165","Nova Scotia","2001/2002","College","Part-time student","Total, student status",3741,"NS"
"2166","Nova Scotia","2001/2002","College","Total, registration status","Canadian students",10164,"NS"
"2167","Nova Scotia","2001/2002","College","Total, registration status","Total, student status",10353,"NS"
"2168","Nova Scotia","2001/2002","University","Full-time student","Canadian students",30183,"NS"
"2169","Nova Scotia","2004/2005","College","Part-time student","Total, student status",1353,"NS"
"2170","Nova Scotia","2004/2005","College","Total, registration status","Canadian students",7563,"NS"
"2171","Nova Scotia","2008/2009","University","Part-time student","Total, student status",7773,"NS"
"2172","Nova Scotia","2008/2009","University","Total, registration status","Canadian students",37089,"NS"
"2173","Nova Scotia","2008/2009","University","Total, registration status","International students",3804,"NS"
"2174","Nova Scotia","2008/2009","University","Total, registration status","Total, student status",40890,"NS"
"2175","Nova Scotia","1996/1997","College","Full-time student","International students",9,"NS"
"2176","Nova Scotia","1996/1997","College","Full-time student","Total, student status",6957,"NS"
"2177","Nova Scotia","1996/1997","College","Part-time student","Canadian students",24,"NS"
"2178","Nova Scotia","2010/2011","College","Total, registration status","International students",39,"NS"
"2179","Nova Scotia","2010/2011","College","Total, registration status","Total, student status",11811,"NS"
"2180","Nova Scotia","2013/2014","University","Total, registration status","International students",6942,"NS"
"2181","Nova Scotia","2005/2006","College","Part-time student","Canadian students",1470,"NS"
"2182","Nova Scotia","1999/2000","College","Full-time student","Canadian students",723,"NS"
"2183","Nova Scotia","1999/2000","College","Full-time student","International students",6,"NS"
"2184","Nova Scotia","1999/2000","College","Full-time student","Total, student status",7377,"NS"
"2185","Nova Scotia","2011/2011","College","Full-time student","International students",0,"NS"
"2186","Nova Scotia","2011/2011","College","Part-time student","International students",0,"NS"
"2187","Nova Scotia","1996/1997","College","Full-time student","Canadian students",1008,"NS"
"2188","Nova Scotia","2008/2009","College","Full-time student","Total, student status",7692,"NS"
"2189","Nova Scotia","2008/2009","College","Part-time student","Canadian students",1728,"NS"
"2190","Nova Scotia","2008/2009","College","Part-time student","International students",0,"NS"
"2191","Nova Scotia","2003/2004","College","Full-time student","Total, student status",6132,"NS"
"2192","Nova Scotia","1993/1994","College","Full-time student","International students",9,"NS"
"2193","Nova Scotia","1993/1994","College","Full-time student","Total, student status",3036,"NS"
"2194","Nova Scotia","1996/1997","College","Total, registration status","International students",9,"NS"
"2195","Nova Scotia","1996/1997","College","Total, registration status","Total, student status",7242,"NS"
"2196","Nova Scotia","1996/1997","University","Full-time student","Canadian students",28632,"NS"
"2197","Nova Scotia","1999/2000","University","Total, registration status","International students",2160,"NS"
"2198","Nova Scotia","1993/1994","College","Total, registration status","Total, student status",3228,"NS"
"2199","Nova Scotia","2008/2009","College","Full-time student","Canadian students",7683,"NS"
"2200","Nova Scotia","2008/2009","College","Full-time student","International students",9,"NS"
"2201","Nova Scotia","2010/2011","College","Full-time student","International students",27,"NS"
"2202","Nova Scotia","2002/2003","University","Part-time student","Canadian students",7485,"NS"
"2203","Nova Scotia","1997/1998","College","Part-time student","Canadian students",15,"NS"
"2204","Nova Scotia","2008/2009","College","Part-time student","Total, student status",1728,"NS"
"2205","Nova Scotia","2004/2005","College","Full-time student","Canadian students",6219,"NS"
"2206","Nova Scotia","2004/2005","College","Full-time student","International students",12,"NS"
"2207","Nova Scotia","2008/2009","University","Full-time student","Canadian students",29946,"NS"
"2208","Nova Scotia","2004/2005","College","Part-time student","International students",3,"NS"
"2209","Nova Scotia","2014/2015","University","Total, registration status","Total, student status",43923,"NS"
"2210","Nova Scotia","2006/2007","University","Total, registration status","Total, student status",42465,"NS"
"2211","Nova Scotia","2006/2007","University","Total, registration status","International students",3903,"NS"
"2212","Nova Scotia","2004/2005","College","Total, registration status","International students",18,"NS"
"2213","Nova Scotia","2010/2011","College","Full-time student","Canadian students",9576,"NS"
"2214","Nova Scotia","2002/2003","University","Full-time student","Total, student status",33903,"NS"
"2215","Nova Scotia","1997/1998","University","Part-time student","Total, student status",7005,"NS"
"2216","Nova Scotia","1997/1998","University","Total, registration status","Canadian students",35412,"NS"
"2217","Nova Scotia","2012/2013","University","Full-time student","Canadian students",30789,"NS"
"2218","Nova Scotia","1999/2000","University","Full-time student","International students",1719,"NS"
"2219","Nova Scotia","2012/2013","University","Full-time student","Total, student status",36450,"NS"
"2220","Nova Scotia","2010/2011","University","Full-time student","Canadian students",30870,"NS"
"2221","Nova Scotia","2012/2013","University","Part-time student","International students",903,"NS"
"2222","Nova Scotia","2014/2015","College","Full-time student","Canadian students",8982,"NS"
"2223","Nova Scotia","2005/2006","College","Part-time student","Total, student status",1470,"NS"
"2224","Nova Scotia","2007/2008","University","Full-time student","International students",3312,"NS"
"2225","Nova Scotia","2007/2008","University","Full-time student","Total, student status",33699,"NS"
"2226","Nova Scotia","2002/2003","University","Full-time student","Canadian students",31281,"NS"
"2227","Nova Scotia","1997/1998","University","Part-time student","International students",333,"NS"
"2228","Nova Scotia","2007/2008","University","Part-time student","International students",558,"NS"
"2229","Nova Scotia","1995/1996","College","Full-time student","Canadian students",855,"NS"
"2230","Nova Scotia","1997/1998","University","Total, registration status","International students",1671,"NS"
"2231","Nova Scotia","2014/2015","University","Full-time student","Total, student status",36612,"NS"
"2232","Nova Scotia","2014/2015","University","Part-time student","Canadian students",6309,"NS"
"2233","Nova Scotia","2012/2013","University","Part-time student","Canadian students",6471,"NS"
"2234","Nova Scotia","2014/2015","University","Total, registration status","Canadian students",36447,"NS"
"2235","Nova Scotia","2014/2015","University","Total, registration status","International students",7476,"NS"
"2236","Nova Scotia","2014/2015","College","Full-time student","International students",0,"NS"
"2237","Nova Scotia","2014/2015","College","Full-time student","Total, student status",9123,"NS"
"2238","Nova Scotia","2014/2015","College","Part-time student","Canadian students",1587,"NS"
"2239","Nova Scotia","1997/1998","University","Part-time student","Canadian students",6672,"NS"
"2240","Nova Scotia","2007/2008","University","Part-time student","Canadian students",7188,"NS"
"2241","Nova Scotia","2009/2010","University","Total, registration status","Canadian students",37497,"NS"
"2242","Nova Scotia","2009/2010","University","Total, registration status","International students",4389,"NS"
"2243","Nova Scotia","2009/2010","College","Part-time student","Canadian students",1836,"NS"
"2244","Nova Scotia","2009/2010","College","Part-time student","International students",6,"NS"
"2245","Nova Scotia","2009/2010","College","Part-time student","Total, student status",1842,"NS"
"2246","Nova Scotia","2014/2015","University","Part-time student","Total, student status",7314,"NS"
"2247","Nova Scotia","2009/2010","College","Total, registration status","Total, student status",10179,"NS"
"2248","Nova Scotia","2009/2010","University","Full-time student","Canadian students",30345,"NS"
"2249","Nova Scotia","2004/2005","College","Part-time student","Canadian students",1347,"NS"
"2250","Nova Scotia","2006/2007","University","Total, registration status","Canadian students",38559,"NS"
"2251","Nova Scotia","2013/2014","University","Total, registration status","Total, student status",43902,"NS"
"2252","Nova Scotia","2005/2006","College","Total, registration status","Canadian students",7932,"NS"
"2253","Nova Scotia","2009/2010","University","Part-time student","Total, student status",7887,"NS"
"2254","Nova Scotia","2005/2006","College","Total, registration status","Total, student status",8013,"NS"
"2255","Nova Scotia","2005/2006","University","Full-time student","Canadian students",31701,"NS"
"2256","Nova Scotia","2011/2012","College","Total, registration status","Canadian students",11022,"NS"
"2257","Nova Scotia","2011/2012","College","Total, registration status","Total, student status",11757,"NS"
"2258","Nova Scotia","2003/2004","University","Total, registration status","Total, student status",44778,"NS"
"2259","Nova Scotia","2009/2010","College","Total, registration status","International students",39,"NS"
"2260","Nova Scotia","2011/2012","University","Part-time student","Canadian students",6579,"NS"
"2261","Nova Scotia","2011/2012","University","Part-time student","International students",822,"NS"
"2262","Nova Scotia","1992/1993","College","Full-time student","Total, student status",3117,"NS"
"2263","Nova Scotia","1992/1993","College","Part-time student","Canadian students",18,"NS"
"2264","Nova Scotia","1992/1993","College","Part-time student","Total, student status",180,"NS"
"2265","Nova Scotia","2011/2012","College","Full-time student","Canadian students",9192,"NS"
"2266","Nova Scotia","1993/1994","College","Total, registration status","Canadian students",906,"NS"
"2267","Nova Scotia","1993/1994","College","Total, registration status","International students",6,"NS"
"2268","Nova Scotia","1996/1997","University","Full-time student","Total, student status",29940,"NS"
"2269","Nova Scotia","2002/2003","University","Full-time student","International students",2622,"NS"
"2270","Nova Scotia","2005/2006","University","Full-time student","Total, student status",35388,"NS"
"2271","Nova Scotia","2002/2003","University","Part-time student","International students",507,"NS"
"2272","Nova Scotia","2011/2012","University","Full-time student","Total, student status",35904,"NS"
"2273","Nova Scotia","1996/1997","College","Part-time student","Total, student status",288,"NS"
"2274","Nova Scotia","1993/1994","College","Full-time student","Canadian students",885,"NS"
"2275","Nova Scotia","2011/2012","University","Part-time student","Total, student status",7401,"NS"
"2276","Nova Scotia","1994/1995","University","Total, registration status","Total, student status",37245,"NS"
"2277","Nova Scotia","1993/1994","College","Part-time student","International students",0,"NS"
"2278","Nova Scotia","1993/1994","College","Part-time student","Total, student status",195,"NS"
"2279","Nova Scotia","1997/1998","University","Full-time student","Canadian students",28740,"NS"
"2280","Nova Scotia","1997/1998","University","Full-time student","International students",1335,"NS"
"2281","Nova Scotia","1997/1998","University","Full-time student","Total, student status",30078,"NS"
"2282","Nova Scotia","1996/1997","University","Part-time student","Canadian students",6606,"NS"
"2283","Nova Scotia","1996/1997","University","Part-time student","International students",288,"NS"
"2284","Nova Scotia","2013/2013","College","Full-time student","International students",0,"NS"
"2285","Nova Scotia","1997/1998","College","Part-time student","Total, student status",396,"NS"
"2286","Nova Scotia","2013/2013","College","Total, registration status","International students",0,"NS"
"2287","Nova Scotia","1996/1997","University","Total, registration status","Total, student status",36834,"NS"
"2288","Nova Scotia","2006/2007","College","Full-time student","Canadian students",6927,"NS"
"2289","Nova Scotia","1993/1994","College","Part-time student","Canadian students",21,"NS"
"2290","Nova Scotia","2006/2007","University","Part-time student","Total, student status",7809,"NS"
"2291","Nova Scotia","1997/1998","College","Total, registration status","Total, student status",7701,"NS"
"2292","Nova Scotia","2009/2010","University","Full-time student","International students",3654,"NS"
"2293","Nova Scotia","2009/2010","University","Full-time student","Total, student status",33999,"NS"
"2294","Nova Scotia","2009/2010","University","Part-time student","Canadian students",7152,"NS"
"2295","Nova Scotia","1994/1995","College","Total, registration status","Total, student status",3003,"NS"
"2296","Nova Scotia","2005/2006","University","Full-time student","International students",3690,"NS"
"2297","Nova Scotia","1994/1995","University","Full-time student","International students",1452,"NS"
"2298","Nova Scotia","2013/2013","College","Part-time student","International students",0,"NS"
"2299","Nova Scotia","2005/2006","University","Part-time student","Canadian students",7293,"NS"
"2300","Nova Scotia","2012/2013","University","Full-time student","International students",5664,"NS"
"2301","Nova Scotia","2006/2007","University","Part-time student","International students",531,"NS"
"2302","Nova Scotia","2004/2005","College","Full-time student","Total, student status",6324,"NS"
"2303","Nova Scotia","1997/1998","College","Total, registration status","International students",9,"NS"
"2304","Nova Scotia","2005/2006","University","Total, registration status","Total, student status",43308,"NS"
"2305","Nova Scotia","1997/1998","College","Total, registration status","Canadian students",819,"NS"
"2306","Nova Scotia","2006/2007","College","Full-time student","International students",27,"NS"
"2307","Nova Scotia","2006/2007","College","Full-time student","Total, student status",7038,"NS"
"2308","Nova Scotia","2009/2010","University","Part-time student","International students",735,"NS"
"2309","Nova Scotia","1994/1995","University","Full-time student","Canadian students",28470,"NS"
"2310","Nova Scotia","1995/1996","University","Full-time student","International students",1302,"NS"
"2311","Nova Scotia","2014/2014","College","Part-time student","International students",0,"NS"
"2312","Nova Scotia","1994/1995","University","Part-time student","Canadian students",7182,"NS"
"2313","Nova Scotia","1994/1995","University","Part-time student","International students",141,"NS"
"2314","Nova Scotia","2002/2003","University","Total, registration status","International students",3129,"NS"
"2315","Nova Scotia","2002/2003","University","Total, registration status","Total, student status",41892,"NS"
"2316","Nova Scotia","1994/1995","University","Total, registration status","International students",1593,"NS"
"2317","Nova Scotia","1995/1996","University","Total, registration status","Total, student status",36639,"NS"
"2318","Nova Scotia","2005/2006","University","Part-time student","Total, student status",7920,"NS"
"2319","Nova Scotia","2005/2006","University","Total, registration status","Canadian students",38991,"NS"
"2320","Nova Scotia","1994/1995","College","Full-time student","Total, student status",2763,"NS"
"2321","Nova Scotia","2006/2007","College","Part-time student","Canadian students",1503,"NS"
"2322","Nova Scotia","1995/1996","University","Full-time student","Canadian students",28419,"NS"
"2323","Nova Scotia","1996/1997","University","Full-time student","International students",1311,"NS"
"2324","Nova Scotia","1994/1995","University","Full-time student","Total, student status",29922,"NS"
"2325","Nova Scotia","2009/2010","University","Total, registration status","Total, student status",41886,"NS"
"2326","Nova Scotia","1995/1996","University","Part-time student","International students",141,"NS"
"2327","Nova Scotia","1997/1998","University","Total, registration status","Total, student status",37083,"NS"
"2328","Nova Scotia","1994/1995","University","Total, registration status","Canadian students",35655,"NS"
"2329","Nova Scotia","2005/2006","University","Total, registration status","International students",4317,"NS"
"2330","Nova Scotia","1994/1995","College","Full-time student","Canadian students",897,"NS"
"2331","Nova Scotia","1994/1995","University","Part-time student","Total, student status",7323,"NS"
"2332","Nova Scotia","1995/1996","University","Total, registration status","Canadian students",35196,"NS"
"2333","Nova Scotia","1995/1996","University","Full-time student","Total, student status",29724,"NS"
"2334","Nova Scotia","1994/1995","College","Part-time student","Canadian students",27,"NS"
"2335","Nova Scotia","2006/2007","College","Part-time student","International students",6,"NS"
"2336","Nova Scotia","1994/1995","College","Total, registration status","Canadian students",927,"NS"
"2337","Nova Scotia","2009/2010","College","Total, registration status","Canadian students",10140,"NS"
"2338","Nova Scotia","2006/2007","College","Total, registration status","International students",30,"NS"
"2339","Nova Scotia","2006/2007","College","Total, registration status","Total, student status",8547,"NS"
"2340","Nova Scotia","1995/1996","College","Full-time student","International students",9,"NS"
"2341","Nova Scotia","1995/1996","College","Total, registration status","Canadian students",885,"NS"
"2342","Nova Scotia","1995/1996","University","Total, registration status","International students",1446,"NS"
"2343","Nova Scotia","2006/2007","University","Part-time student","Canadian students",7275,"NS"
"2344","Nova Scotia","1994/1995","College","Part-time student","Total, student status",237,"NS"
"2345","Nova Scotia","2011/2012","University","Full-time student","Canadian students",30897,"NS"
"2346","Nova Scotia","2006/2007","College","Total, registration status","Canadian students",8433,"NS"
"2347","Nova Scotia","1995/1996","College","Part-time student","Canadian students",30,"NS"
"2348","Nova Scotia","2005/2006","University","Part-time student","International students",627,"NS"
"2349","Nova Scotia","1995/1996","College","Part-time student","Total, student status",255,"NS"
"2350","Nova Scotia","2011/2012","University","Full-time student","International students",5004,"NS"
"2351","Nova Scotia","2006/2007","College","Part-time student","Total, student status",1512,"NS"
"2352","Nova Scotia","1995/1996","College","Total, registration status","Total, student status",7083,"NS"
"2353","Nova Scotia","1995/1996","University","Part-time student","Total, student status",6918,"NS"
"2354","Nova Scotia","1995/1996","College","Full-time student","Total, student status",6825,"NS"
"2355","Nova Scotia","2002/2003","University","Total, registration status","Canadian students",38763,"NS"
"2356","Nova Scotia","2006/2007","University","Full-time student","Total, student status",34659,"NS"
"2357","Nova Scotia","1995/1996","University","Part-time student","Canadian students",6774,"NS"
"2358","Nova Scotia","2006/2007","University","Full-time student","Canadian students",31287,"NS"
"2359","Nova Scotia","1994/1995","College","Total, registration status","International students",3,"NS"
"2360","Nova Scotia","1995/1996","College","Total, registration status","International students",9,"NS"
"2361","Nova Scotia","1994/1995","College","Full-time student","International students",3,"NS"
"2362","Nova Scotia","2002/2003","University","Part-time student","Total, student status",7992,"NS"
"2363","Nova Scotia","2006/2007","University","Full-time student","International students",3369,"NS"
"2364","Ontario","2001/2002","College","Full-time student","Canadian students",126111,"ON"
"2365","Ontario","1992/1993","University","Part-time student","Canadian students",106386,"ON"
"2366","Ontario","1999/2000","University","Total, registration status","Canadian students",300594,"ON"
"2367","Ontario","1992/1993","University","Full-time student","Total, student status",230571,"ON"
"2368","Ontario","1992/1993","University","Part-time student","Total, student status",108477,"ON"
"2369","Ontario","1992/1993","University","Full-time student","Canadian students",218904,"ON"
"2370","Ontario","1992/1993","University","Part-time student","International students",2091,"ON"
"2371","Ontario","1992/1993","University","Full-time student","International students",11664,"ON"
"2372","Ontario","1993/1994","University","Total, registration status","Total, student status",330723,"ON"
"2373","Ontario","2000/2001","University","Total, registration status","International students",13995,"ON"
"2374","Ontario","2000/2001","College","Total, registration status","International students",2934,"ON"
"2375","Ontario","1992/1993","University","Total, registration status","International students",13758,"ON"
"2376","Ontario","1999/2000","University","Total, registration status","International students",11721,"ON"
"2377","Ontario","2000/2001","University","Full-time student","Total, student status",242748,"ON"
"2378","Ontario","2001/2002","College","Full-time student","Total, student status",146421,"ON"
"2379","Ontario","2000/2001","University","Total, registration status","Total, student status",320112,"ON"
"2380","Ontario","2000/2001","University","Full-time student","Canadian students",230748,"ON"
"2381","Ontario","1993/1994","University","Total, registration status","International students",12360,"ON"
"2382","Ontario","1992/1993","College","Total, registration status","Total, student status",130257,"ON"
"2383","Ontario","2008/2009","University","Full-time student","International students",26049,"ON"
"2384","Ontario","2000/2001","College","Total, registration status","Total, student status",154338,"ON"
"2385","Ontario","1992/1993","College","Total, registration status","International students",2043,"ON"
"2386","Ontario","2000/2001","University","Full-time student","International students",11997,"ON"
"2387","Ontario","1992/1993","University","Total, registration status","Canadian students",325293,"ON"
"2388","Ontario","2000/2001","University","Part-time student","International students",1998,"ON"
"2389","Ontario","2003/2004","College","Total, registration status","Total, student status",207837,"ON"
"2390","Ontario","2000/2001","University","Total, registration status","Canadian students",306114,"ON"
"2391","Ontario","1993/1994","University","Part-time student","Canadian students",97731,"ON"
"2392","Ontario","1992/1993","University","Total, registration status","Total, student status",339048,"ON"
"2393","Ontario","2000/2001","University","Part-time student","Total, student status",77364,"ON"
"2394","Ontario","1992/1993","College","Total, registration status","Canadian students",109542,"ON"
"2395","Ontario","2000/2001","College","Total, registration status","Canadian students",132021,"ON"
