"","GEO","REVENUE","Ref_Date","FUND","Value","Category","GEO2"
"862","Nova Scotia","Provincial","2008/2009","Operating",124106,"Provincial","NS"
"863","Nova Scotia","Provincial","2008/2009","Capital",1773,"Provincial","NS"
"864","Nova Scotia","Provincial","2008/2009","Sponsored research",500,"Provincial","NS"
"865","Nova Scotia","Fees","2008/2009","Operating",34673,"Fees","NS"
"866","Ontario","Donations, bequests and non-government grants","2008/2009","Operating",16964,"Investment, donations and other","ON"
"867","Ontario","Ancillary enterprises","2008/2009","Operating",270641,"Investment, donations and other","ON"
"868","Ontario","Fees","2008/2009","Operating",848333,"Fees","ON"
"869","Ontario","Ancillary enterprises","2008/2009","Capital",1225,"Investment, donations and other","ON"
"870","Ontario","Municipal","2008/2009","Operating",4716,"Municipal","ON"
"871","Ontario","Federal","2008/2009","Capital",446,"Federal","ON"
"872","Ontario","Miscellaneous","2008/2009","Capital",11867,"Investment, donations and other","ON"
"873","Ontario","Provincial","2008/2009","Sponsored research",1304,"Provincial","ON"
"874","Ontario","Investment income","2008/2009","Capital",2354,"Investment, donations and other","ON"
"875","Ontario","Provincial","2008/2009","Capital",80969,"Provincial","ON"
"876","Ontario","Miscellaneous","2008/2009","Operating",193938,"Investment, donations and other","ON"
"877","Ontario","Miscellaneous","2008/2009","Sponsored research",1043,"Investment, donations and other","ON"
"878","Ontario","Federal","2008/2009","Sponsored research",1252,"Federal","ON"
"879","Ontario","Provincial","2008/2009","Operating",1517601,"Provincial","ON"
"880","Ontario","Investment income","2008/2009","Operating",18536,"Investment, donations and other","ON"
"881","Ontario","Donations, bequests and non-government grants","2008/2009","Capital",4110,"Investment, donations and other","ON"
"882","Ontario","Federal","2008/2009","Operating",28605,"Federal","ON"
"883","Prince Edward Island","Federal","2008/2009","Operating",1607,"Federal","PE"
"884","Prince Edward Island","Donations, bequests and non-government grants","2008/2009","Operating",105,"Investment, donations and other","PE"
"885","Prince Edward Island","Ancillary enterprises","2008/2009","Operating",3153,"Investment, donations and other","PE"
"886","Prince Edward Island","Federal","2008/2009","Capital",1614,"Federal","PE"
"887","Prince Edward Island","Provincial","2008/2009","Operating",24545,"Provincial","PE"
"888","Prince Edward Island","Miscellaneous","2008/2009","Operating",5530,"Investment, donations and other","PE"
"889","Prince Edward Island","Investment income","2008/2009","Operating",2,"Investment, donations and other","PE"
"890","Prince Edward Island","Donations, bequests and non-government grants","2008/2009","Capital",850,"Investment, donations and other","PE"
"891","Prince Edward Island","Provincial","2008/2009","Capital",2095,"Provincial","PE"
"892","Prince Edward Island","Fees","2008/2009","Operating",14094,"Fees","PE"
"893","Quebec","Provincial","2008/2009","Capital",206824,"Provincial","QC"
"894","Quebec","Miscellaneous","2008/2009","Operating",113244,"Investment, donations and other","QC"
"895","Quebec","Donations, bequests and non-government grants","2008/2009","Capital",647,"Investment, donations and other","QC"
"896","Quebec","Provincial","2008/2009","Operating",1819546,"Provincial","QC"
"897","Quebec","Ancillary enterprises","2008/2009","Operating",96675,"Investment, donations and other","QC"
"898","Quebec","Donations, bequests and non-government grants","2008/2009","Sponsored research",232,"Investment, donations and other","QC"
"899","Quebec","Fees","2008/2009","Operating",135874,"Fees","QC"
"900","Quebec","Donations, bequests and non-government grants","2008/2009","Operating",37943,"Investment, donations and other","QC"
"901","Quebec","Investment income","2008/2009","Operating",4266,"Investment, donations and other","QC"
"902","Quebec","Provincial","2008/2009","Sponsored research",12867,"Provincial","QC"
"903","Quebec","Miscellaneous","2008/2009","Capital",11527,"Investment, donations and other","QC"
"904","Quebec","Borrowings","2008/2009","Capital",2417,"Investment, donations and other","QC"
"905","Quebec","Investment income","2008/2009","Capital",2705,"Investment, donations and other","QC"
"906","Quebec","Miscellaneous","2008/2009","Sponsored research",1,"Investment, donations and other","QC"
"907","Quebec","Federal","2008/2009","Sponsored research",722,"Federal","QC"
"908","Quebec","Federal","2008/2009","Operating",831,"Federal","QC"
"909","Quebec","Municipal","2008/2009","Capital",35,"Municipal","QC"
"910","Saskatchewan","Investment income","2008/2009","Capital",6,"Investment, donations and other","SK"
"911","Saskatchewan","Ancillary enterprises","2008/2009","Operating",8769,"Investment, donations and other","SK"
"912","Saskatchewan","Federal","2008/2009","Operating",2252,"Federal","SK"
"913","Saskatchewan","Provincial","2008/2009","Operating",221998,"Provincial","SK"
"914","Saskatchewan","Donations, bequests and non-government grants","2008/2009","Operating",777,"Investment, donations and other","SK"
"915","Saskatchewan","Investment income","2008/2009","Operating",1038,"Investment, donations and other","SK"
"916","Saskatchewan","Miscellaneous","2008/2009","Capital",31,"Investment, donations and other","SK"
"917","Saskatchewan","Miscellaneous","2008/2009","Operating",3977,"Investment, donations and other","SK"
"918","Saskatchewan","Fees","2008/2009","Operating",37158,"Fees","SK"
"919","Saskatchewan","Provincial","2008/2009","Capital",14879,"Provincial","SK"
"920","Alberta","Federal","2007/2008","Sponsored research",39,"Federal","AB"
"921","Alberta","Federal","2007/2008","Capital",6750,"Federal","AB"
"922","Alberta","Miscellaneous","2007/2008","Sponsored research",921,"Investment, donations and other","AB"
"923","Alberta","Donations, bequests and non-government grants","2007/2008","Capital",2334,"Investment, donations and other","AB"
"924","Alberta","Ancillary enterprises","2007/2008","Operating",134938,"Investment, donations and other","AB"
"925","Alberta","Provincial","2007/2008","Capital",27416,"Provincial","AB"
"926","Alberta","Fees","2007/2008","Operating",369804,"Fees","AB"
"927","Alberta","Provincial","2007/2008","Sponsored research",2066,"Provincial","AB"
"928","Alberta","Federal","2007/2008","Operating",12027,"Federal","AB"
"929","Alberta","Donations, bequests and non-government grants","2007/2008","Sponsored research",309,"Investment, donations and other","AB"
"930","Alberta","Municipal","2007/2008","Operating",332,"Municipal","AB"
"931","Alberta","Miscellaneous","2007/2008","Operating",43180,"Investment, donations and other","AB"
"932","Alberta","Investment income","2007/2008","Operating",29797,"Investment, donations and other","AB"
"933","Alberta","Ancillary enterprises","2007/2008","Capital",245,"Investment, donations and other","AB"
"934","Alberta","Miscellaneous","2007/2008","Capital",13060,"Investment, donations and other","AB"
"935","Alberta","Donations, bequests and non-government grants","2007/2008","Operating",21427,"Investment, donations and other","AB"
"936","Alberta","Investment income","2007/2008","Sponsored research",218,"Investment, donations and other","AB"
"937","Alberta","Provincial","2007/2008","Operating",832716,"Provincial","AB"
"938","British Columbia","Municipal","2007/2008","Operating",118,"Municipal","BC"
"939","British Columbia","Miscellaneous","2007/2008","Operating",44823,"Investment, donations and other","BC"
"940","British Columbia","Investment income","2007/2008","Capital",1474,"Investment, donations and other","BC"
"941","British Columbia","Provincial","2007/2008","Capital",81475,"Provincial","BC"
"942","British Columbia","Federal","2007/2008","Operating",10098,"Federal","BC"
"943","British Columbia","Ancillary enterprises","2007/2008","Capital",223,"Investment, donations and other","BC"
"944","British Columbia","Borrowings","2007/2008","Capital",24,"Investment, donations and other","BC"
"945","British Columbia","Provincial","2007/2008","Operating",588268,"Provincial","BC"
"946","British Columbia","Miscellaneous","2007/2008","Capital",8720,"Investment, donations and other","BC"
"947","British Columbia","Fees","2007/2008","Operating",273915,"Fees","BC"
"948","British Columbia","Donations, bequests and non-government grants","2007/2008","Operating",7884,"Investment, donations and other","BC"
"949","British Columbia","Ancillary enterprises","2007/2008","Operating",56185,"Investment, donations and other","BC"
"950","British Columbia","Donations, bequests and non-government grants","2007/2008","Capital",172,"Investment, donations and other","BC"
"951","British Columbia","Provincial","2007/2008","Sponsored research",25,"Provincial","BC"
"952","British Columbia","Investment income","2007/2008","Operating",9515,"Investment, donations and other","BC"
"953","Manitoba","Donations, bequests and non-government grants","2007/2008","Capital",437,"Investment, donations and other","MB"
"954","Manitoba","Provincial","2007/2008","Sponsored research",27,"Provincial","MB"
"955","Manitoba","Provincial","2007/2008","Capital",6756,"Provincial","MB"
"956","Manitoba","Ancillary enterprises","2007/2008","Operating",10058,"Investment, donations and other","MB"
"957","Manitoba","Provincial","2007/2008","Operating",142344,"Provincial","MB"
"958","Manitoba","Federal","2007/2008","Operating",196,"Federal","MB"
"959","Manitoba","Municipal","2007/2008","Operating",5,"Municipal","MB"
"960","Manitoba","Miscellaneous","2007/2008","Operating",4883,"Investment, donations and other","MB"
"961","Manitoba","Fees","2007/2008","Operating",39175,"Fees","MB"
"962","Manitoba","Federal","2007/2008","Sponsored research",127,"Federal","MB"
"963","Manitoba","Donations, bequests and non-government grants","2007/2008","Operating",2224,"Investment, donations and other","MB"
"964","Manitoba","Investment income","2007/2008","Operating",2022,"Investment, donations and other","MB"
"965","New Brunswick","Federal","2007/2008","Capital",18,"Federal","NB"
"966","New Brunswick","Fees","2007/2008","Operating",24963,"Fees","NB"
"967","New Brunswick","Investment income","2007/2008","Operating",124,"Investment, donations and other","NB"
"968","New Brunswick","Provincial","2007/2008","Operating",79130,"Provincial","NB"
"969","New Brunswick","Federal","2007/2008","Operating",4827,"Federal","NB"
"970","New Brunswick","Provincial","2007/2008","Capital",94,"Provincial","NB"
"971","New Brunswick","Miscellaneous","2007/2008","Operating",3074,"Investment, donations and other","NB"
"972","New Brunswick","Ancillary enterprises","2007/2008","Capital",325,"Investment, donations and other","NB"
"973","New Brunswick","Donations, bequests and non-government grants","2007/2008","Operating",1573,"Investment, donations and other","NB"
"974","Newfoundland and Labrador","Provincial","2007/2008","Operating",79331,"Provincial","NL"
"975","Newfoundland and Labrador","Federal","2007/2008","Operating",14211,"Federal","NL"
"976","Newfoundland and Labrador","Ancillary enterprises","2007/2008","Operating",4687,"Investment, donations and other","NL"
"977","Newfoundland and Labrador","Miscellaneous","2007/2008","Capital",1788,"Investment, donations and other","NL"
"978","Newfoundland and Labrador","Fees","2007/2008","Operating",24258,"Fees","NL"
"979","Newfoundland and Labrador","Provincial","2007/2008","Capital",1250,"Provincial","NL"
"980","Newfoundland and Labrador","Investment income","2007/2008","Operating",410,"Investment, donations and other","NL"
"981","Nova Scotia","Miscellaneous","2007/2008","Operating",7759,"Investment, donations and other","NS"
"982","Nova Scotia","Provincial","2007/2008","Capital",1760,"Provincial","NS"
"983","Nova Scotia","Provincial","2007/2008","Operating",113336,"Provincial","NS"
"984","Nova Scotia","Ancillary enterprises","2007/2008","Operating",8100,"Investment, donations and other","NS"
"985","Nova Scotia","Provincial","2007/2008","Sponsored research",1100,"Provincial","NS"
"986","Nova Scotia","Federal","2007/2008","Capital",2476,"Federal","NS"
"987","Nova Scotia","Investment income","2007/2008","Operating",1489,"Investment, donations and other","NS"
"988","Nova Scotia","Federal","2007/2008","Operating",22336,"Federal","NS"
"989","Nova Scotia","Fees","2007/2008","Operating",32842,"Fees","NS"
"990","Ontario","Donations, bequests and non-government grants","2007/2008","Operating",16367,"Investment, donations and other","ON"
"991","Ontario","Ancillary enterprises","2007/2008","Operating",260046,"Investment, donations and other","ON"
"992","Ontario","Donations, bequests and non-government grants","2007/2008","Capital",7427,"Investment, donations and other","ON"
"993","Ontario","Miscellaneous","2007/2008","Sponsored research",638,"Investment, donations and other","ON"
"994","Ontario","Fees","2007/2008","Operating",788717,"Fees","ON"
"995","Ontario","Ancillary enterprises","2007/2008","Capital",1201,"Investment, donations and other","ON"
"996","Ontario","Municipal","2007/2008","Operating",5950,"Municipal","ON"
"997","Ontario","Miscellaneous","2007/2008","Operating",243714,"Investment, donations and other","ON"
"998","Ontario","Investment income","2007/2008","Operating",23254,"Investment, donations and other","ON"
"999","Ontario","Federal","2007/2008","Capital",592,"Federal","ON"
"1000","Ontario","Investment income","2007/2008","Capital",1013,"Investment, donations and other","ON"
"1001","Ontario","Provincial","2007/2008","Sponsored research",106,"Provincial","ON"
"1002","Ontario","Federal","2007/2008","Operating",30860,"Federal","ON"
"1003","Ontario","Provincial","2007/2008","Capital",83798,"Provincial","ON"
"1004","Ontario","Provincial","2007/2008","Operating",1423967,"Provincial","ON"
"1005","Ontario","Federal","2007/2008","Sponsored research",270,"Federal","ON"
"1006","Ontario","Miscellaneous","2007/2008","Capital",7855,"Investment, donations and other","ON"
"1007","Prince Edward Island","Federal","2007/2008","Operating",1395,"Federal","PE"
"1008","Prince Edward Island","Ancillary enterprises","2007/2008","Operating",3321,"Investment, donations and other","PE"
"1009","Prince Edward Island","Federal","2007/2008","Capital",552,"Federal","PE"
"1010","Prince Edward Island","Provincial","2007/2008","Operating",22339,"Provincial","PE"
"1011","Prince Edward Island","Donations, bequests and non-government grants","2007/2008","Operating",388,"Investment, donations and other","PE"
"1012","Prince Edward Island","Investment income","2007/2008","Operating",3,"Investment, donations and other","PE"
"1013","Prince Edward Island","Fees","2007/2008","Operating",13337,"Fees","PE"
"1014","Prince Edward Island","Provincial","2007/2008","Capital",774,"Provincial","PE"
"1015","Prince Edward Island","Miscellaneous","2007/2008","Operating",4915,"Investment, donations and other","PE"
"1016","Quebec","Provincial","2007/2008","Operating",1697661,"Provincial","QC"
"1017","Quebec","Fees","2007/2008","Operating",129688,"Fees","QC"
"1018","Quebec","Ancillary enterprises","2007/2008","Operating",91285,"Investment, donations and other","QC"
"1019","Quebec","Provincial","2007/2008","Capital",215080,"Provincial","QC"
"1020","Quebec","Federal","2007/2008","Operating",436,"Federal","QC"
"1021","Quebec","Investment income","2007/2008","Operating",6519,"Investment, donations and other","QC"
"1022","Quebec","Municipal","2007/2008","Operating",60,"Municipal","QC"
"1023","Quebec","Borrowings","2007/2008","Capital",1700,"Investment, donations and other","QC"
"1024","Quebec","Miscellaneous","2007/2008","Operating",80715,"Investment, donations and other","QC"
"1025","Quebec","Federal","2007/2008","Sponsored research",542,"Federal","QC"
"1026","Quebec","Investment income","2007/2008","Capital",20438,"Investment, donations and other","QC"
"1027","Quebec","Miscellaneous","2007/2008","Capital",10023,"Investment, donations and other","QC"
"1028","Quebec","Donations, bequests and non-government grants","2007/2008","Operating",37368,"Investment, donations and other","QC"
"1029","Quebec","Provincial","2007/2008","Sponsored research",14,"Provincial","QC"
"1030","Saskatchewan","Investment income","2007/2008","Operating",2141,"Investment, donations and other","SK"
"1031","Saskatchewan","Federal","2007/2008","Operating",2732,"Federal","SK"
"1032","Saskatchewan","Ancillary enterprises","2007/2008","Operating",7575,"Investment, donations and other","SK"
"1033","Saskatchewan","Provincial","2007/2008","Operating",209535,"Provincial","SK"
"1034","Saskatchewan","Miscellaneous","2007/2008","Operating",3261,"Investment, donations and other","SK"
"1035","Saskatchewan","Provincial","2007/2008","Capital",1518,"Provincial","SK"
"1036","Saskatchewan","Donations, bequests and non-government grants","2007/2008","Operating",1545,"Investment, donations and other","SK"
"1037","Saskatchewan","Fees","2007/2008","Operating",33522,"Fees","SK"
"1038","Saskatchewan","Investment income","2007/2008","Capital",14,"Investment, donations and other","SK"
"1039","Alberta","Ancillary enterprises","2006/2007","Capital",930,"Investment, donations and other","AB"
"1040","Alberta","Miscellaneous","2006/2007","Sponsored research",662,"Investment, donations and other","AB"
"1041","Alberta","Federal","2006/2007","Sponsored research",30,"Federal","AB"
"1042","Alberta","Fees","2006/2007","Operating",357602,"Fees","AB"
"1043","Alberta","Ancillary enterprises","2006/2007","Operating",121561,"Investment, donations and other","AB"
"1044","Alberta","Donations, bequests and non-government grants","2006/2007","Operating",18810,"Investment, donations and other","AB"
"1045","Alberta","Municipal","2006/2007","Operating",78,"Municipal","AB"
"1046","Alberta","Federal","2006/2007","Capital",1087,"Federal","AB"
"1047","Alberta","Investment income","2006/2007","Operating",27808,"Investment, donations and other","AB"
"1048","Alberta","Miscellaneous","2006/2007","Capital",12079,"Investment, donations and other","AB"
"1049","Alberta","Municipal","2006/2007","Capital",55,"Municipal","AB"
"1050","Alberta","Federal","2006/2007","Operating",9529,"Federal","AB"
"1051","Alberta","Provincial","2006/2007","Sponsored research",31,"Provincial","AB"
"1052","Alberta","Donations, bequests and non-government grants","2006/2007","Capital",12611,"Investment, donations and other","AB"
"1053","Alberta","Provincial","2006/2007","Operating",734622,"Provincial","AB"
"1054","Alberta","Provincial","2006/2007","Capital",38050,"Provincial","AB"
"1055","Alberta","Miscellaneous","2006/2007","Operating",42728,"Investment, donations and other","AB"
"1056","British Columbia","Federal","2006/2007","Operating",8913,"Federal","BC"
"1057","British Columbia","Miscellaneous","2006/2007","Operating",43733,"Investment, donations and other","BC"
"1058","British Columbia","Fees","2006/2007","Operating",271040,"Fees","BC"
"1059","British Columbia","Investment income","2006/2007","Operating",11266,"Investment, donations and other","BC"
"1060","British Columbia","Provincial","2006/2007","Capital",50196,"Provincial","BC"
"1061","British Columbia","Municipal","2006/2007","Operating",474,"Municipal","BC"
"1062","British Columbia","Investment income","2006/2007","Capital",1061,"Investment, donations and other","BC"
"1063","British Columbia","Donations, bequests and non-government grants","2006/2007","Capital",26,"Investment, donations and other","BC"
"1064","British Columbia","Donations, bequests and non-government grants","2006/2007","Operating",7568,"Investment, donations and other","BC"
"1065","British Columbia","Provincial","2006/2007","Operating",573660,"Provincial","BC"
"1066","British Columbia","Miscellaneous","2006/2007","Capital",9252,"Investment, donations and other","BC"
"1067","British Columbia","Borrowings","2006/2007","Capital",22,"Investment, donations and other","BC"
"1068","British Columbia","Federal","2006/2007","Capital",12,"Federal","BC"
"1069","British Columbia","Ancillary enterprises","2006/2007","Operating",55321,"Investment, donations and other","BC"
"1070","British Columbia","Provincial","2006/2007","Sponsored research",30,"Provincial","BC"
"1071","Manitoba","Provincial","2006/2007","Sponsored research",46,"Provincial","MB"
"1072","Manitoba","Provincial","2006/2007","Capital",3226,"Provincial","MB"
"1073","Manitoba","Provincial","2006/2007","Operating",127713,"Provincial","MB"
"1074","Manitoba","Municipal","2006/2007","Operating",11,"Municipal","MB"
"1075","Manitoba","Investment income","2006/2007","Operating",1400,"Investment, donations and other","MB"
"1076","Manitoba","Federal","2006/2007","Operating",215,"Federal","MB"
"1077","Manitoba","Fees","2006/2007","Operating",37222,"Fees","MB"
"1078","Manitoba","Donations, bequests and non-government grants","2006/2007","Capital",225,"Investment, donations and other","MB"
"1079","Manitoba","Miscellaneous","2006/2007","Operating",5302,"Investment, donations and other","MB"
"1080","Manitoba","Ancillary enterprises","2006/2007","Operating",9973,"Investment, donations and other","MB"
"1081","Manitoba","Donations, bequests and non-government grants","2006/2007","Operating",1672,"Investment, donations and other","MB"
"1082","Manitoba","Federal","2006/2007","Sponsored research",142,"Federal","MB"
"1083","New Brunswick","Fees","2006/2007","Operating",23526,"Fees","NB"
"1084","New Brunswick","Donations, bequests and non-government grants","2006/2007","Operating",1977,"Investment, donations and other","NB"
"1085","New Brunswick","Investment income","2006/2007","Operating",114,"Investment, donations and other","NB"
"1086","New Brunswick","Provincial","2006/2007","Operating",79049,"Provincial","NB"
"1087","New Brunswick","Miscellaneous","2006/2007","Operating",3614,"Investment, donations and other","NB"
"1088","New Brunswick","Ancillary enterprises","2006/2007","Operating",422,"Investment, donations and other","NB"
"1089","New Brunswick","Federal","2006/2007","Capital",624,"Federal","NB"
"1090","New Brunswick","Federal","2006/2007","Operating",5371,"Federal","NB"
"1091","Newfoundland and Labrador","Fees","2006/2007","Operating",21718,"Fees","NL"
"1092","Newfoundland and Labrador","Provincial","2006/2007","Operating",70382,"Provincial","NL"
"1093","Newfoundland and Labrador","Federal","2006/2007","Operating",13957,"Federal","NL"
"1094","Newfoundland and Labrador","Provincial","2006/2007","Capital",659,"Provincial","NL"
"1095","Newfoundland and Labrador","Ancillary enterprises","2006/2007","Operating",4353,"Investment, donations and other","NL"
"1096","Newfoundland and Labrador","Miscellaneous","2006/2007","Capital",1599,"Investment, donations and other","NL"
"1097","Newfoundland and Labrador","Investment income","2006/2007","Operating",439,"Investment, donations and other","NL"
"1098","Nova Scotia","Fees","2006/2007","Operating",31536,"Fees","NS"
"1099","Nova Scotia","Miscellaneous","2006/2007","Operating",9618,"Investment, donations and other","NS"
"1100","Nova Scotia","Provincial","2006/2007","Capital",1245,"Provincial","NS"
"1101","Nova Scotia","Provincial","2006/2007","Operating",100662,"Provincial","NS"
"1102","Nova Scotia","Federal","2006/2007","Operating",21930,"Federal","NS"
"1103","Nova Scotia","Ancillary enterprises","2006/2007","Operating",8592,"Investment, donations and other","NS"
"1104","Nova Scotia","Federal","2006/2007","Capital",576,"Federal","NS"
"1105","Nova Scotia","Investment income","2006/2007","Operating",1084,"Investment, donations and other","NS"
"1106","Nova Scotia","Provincial","2006/2007","Sponsored research",762,"Provincial","NS"
"1107","Ontario","Ancillary enterprises","2006/2007","Operating",252978,"Investment, donations and other","ON"
"1108","Ontario","Municipal","2006/2007","Operating",5193,"Municipal","ON"
"1109","Ontario","Fees","2006/2007","Operating",703413,"Fees","ON"
"1110","Ontario","Miscellaneous","2006/2007","Sponsored research",460,"Investment, donations and other","ON"
"1111","Ontario","Ancillary enterprises","2006/2007","Capital",1220,"Investment, donations and other","ON"
"1112","Ontario","Investment income","2006/2007","Operating",20436,"Investment, donations and other","ON"
"1113","Ontario","Donations, bequests and non-government grants","2006/2007","Operating",12883,"Investment, donations and other","ON"
"1114","Ontario","Provincial","2006/2007","Sponsored research",745,"Provincial","ON"
"1115","Ontario","Provincial","2006/2007","Capital",57268,"Provincial","ON"
"1116","Ontario","Miscellaneous","2006/2007","Operating",254945,"Investment, donations and other","ON"
"1117","Ontario","Investment income","2006/2007","Capital",803,"Investment, donations and other","ON"
"1118","Ontario","Federal","2006/2007","Sponsored research",285,"Federal","ON"
"1119","Ontario","Provincial","2006/2007","Operating",1343521,"Provincial","ON"
"1120","Ontario","Donations, bequests and non-government grants","2006/2007","Capital",5546,"Investment, donations and other","ON"
"1121","Ontario","Federal","2006/2007","Capital",50,"Federal","ON"
"1122","Ontario","Miscellaneous","2006/2007","Capital",6206,"Investment, donations and other","ON"
"1123","Ontario","Federal","2006/2007","Operating",33007,"Federal","ON"
"1124","Prince Edward Island","Ancillary enterprises","2006/2007","Operating",3300,"Investment, donations and other","PE"
"1125","Prince Edward Island","Federal","2006/2007","Operating",1172,"Federal","PE"
"1126","Prince Edward Island","Miscellaneous","2006/2007","Operating",4801,"Investment, donations and other","PE"
"1127","Prince Edward Island","Fees","2006/2007","Operating",12733,"Fees","PE"
"1128","Prince Edward Island","Provincial","2006/2007","Capital",705,"Provincial","PE"
"1129","Prince Edward Island","Provincial","2006/2007","Operating",21625,"Provincial","PE"
"1130","Prince Edward Island","Donations, bequests and non-government grants","2006/2007","Operating",408,"Investment, donations and other","PE"
"1131","Prince Edward Island","Federal","2006/2007","Capital",3048,"Federal","PE"
"1132","Quebec","Federal","2006/2007","Sponsored research",847,"Federal","QC"
"1133","Quebec","Fees","2006/2007","Operating",117885,"Fees","QC"
"1134","Quebec","Provincial","2006/2007","Operating",1601780,"Provincial","QC"
"1135","Quebec","Federal","2006/2007","Operating",528,"Federal","QC"
"1136","Quebec","Donations, bequests and non-government grants","2006/2007","Operating",36778,"Investment, donations and other","QC"
"1137","Quebec","Investment income","2006/2007","Capital",7061,"Investment, donations and other","QC"
"1138","Quebec","Provincial","2006/2007","Capital",204338,"Provincial","QC"
"1139","Quebec","Provincial","2006/2007","Sponsored research",24,"Provincial","QC"
"1140","Quebec","Investment income","2006/2007","Operating",5164,"Investment, donations and other","QC"
"1141","Quebec","Ancillary enterprises","2006/2007","Operating",87677,"Investment, donations and other","QC"
"1142","Quebec","Miscellaneous","2006/2007","Operating",73220,"Investment, donations and other","QC"
"1143","Quebec","Miscellaneous","2006/2007","Capital",39923,"Investment, donations and other","QC"
"1144","Saskatchewan","Federal","2006/2007","Operating",2223,"Federal","SK"
"1145","Saskatchewan","Investment income","2006/2007","Operating",2103,"Investment, donations and other","SK"
"1146","Saskatchewan","Provincial","2006/2007","Capital",1928,"Provincial","SK"
"1147","Saskatchewan","Donations, bequests and non-government grants","2006/2007","Operating",781,"Investment, donations and other","SK"
"1148","Saskatchewan","Provincial","2006/2007","Operating",192772,"Provincial","SK"
"1149","Saskatchewan","Ancillary enterprises","2006/2007","Operating",7547,"Investment, donations and other","SK"
"1150","Saskatchewan","Fees","2006/2007","Operating",32996,"Fees","SK"
"1151","Saskatchewan","Miscellaneous","2006/2007","Operating",3201,"Investment, donations and other","SK"
"1152","Saskatchewan","Investment income","2006/2007","Capital",16,"Investment, donations and other","SK"
"1153","Alberta","Provincial","2005/2006","Sponsored research",54,"Provincial","AB"
"1154","Alberta","Federal","2005/2006","Sponsored research",55,"Federal","AB"
"1155","Alberta","Provincial","2005/2006","Capital",32283,"Provincial","AB"
"1156","Alberta","Ancillary enterprises","2005/2006","Capital",942,"Investment, donations and other","AB"
"1157","Alberta","Municipal","2005/2006","Operating",1991,"Municipal","AB"
"1158","Alberta","Donations, bequests and non-government grants","2005/2006","Operating",18473,"Investment, donations and other","AB"
"1159","Alberta","Miscellaneous","2005/2006","Capital",11526,"Investment, donations and other","AB"
"1160","Alberta","Ancillary enterprises","2005/2006","Operating",110603,"Investment, donations and other","AB"
"1161","Alberta","Federal","2005/2006","Operating",7609,"Federal","AB"
"1162","Alberta","Miscellaneous","2005/2006","Operating",45073,"Investment, donations and other","AB"
"1163","Alberta","Fees","2005/2006","Operating",344544,"Fees","AB"
"1164","Alberta","Investment income","2005/2006","Operating",21614,"Investment, donations and other","AB"
"1165","Alberta","Donations, bequests and non-government grants","2005/2006","Capital",5130,"Investment, donations and other","AB"
"1166","Alberta","Miscellaneous","2005/2006","Sponsored research",300,"Investment, donations and other","AB"
"1167","Alberta","Provincial","2005/2006","Operating",638520,"Provincial","AB"
"1168","Alberta","Municipal","2005/2006","Capital",589,"Municipal","AB"
"1169","Alberta","Federal","2005/2006","Capital",4481,"Federal","AB"
"1170","British Columbia","Investment income","2005/2006","Operating",6495,"Investment, donations and other","BC"
"1171","British Columbia","Miscellaneous","2005/2006","Capital",14485,"Investment, donations and other","BC"
"1172","British Columbia","Federal","2005/2006","Operating",6510,"Federal","BC"
"1173","British Columbia","Donations, bequests and non-government grants","2005/2006","Operating",4392,"Investment, donations and other","BC"
"1174","British Columbia","Borrowings","2005/2006","Capital",19,"Investment, donations and other","BC"
"1175","British Columbia","Provincial","2005/2006","Capital",32629,"Provincial","BC"
"1176","British Columbia","Provincial","2005/2006","Operating",485017,"Provincial","BC"
"1177","British Columbia","Investment income","2005/2006","Capital",579,"Investment, donations and other","BC"
"1178","British Columbia","Donations, bequests and non-government grants","2005/2006","Capital",263,"Investment, donations and other","BC"
"1179","British Columbia","Miscellaneous","2005/2006","Operating",48291,"Investment, donations and other","BC"
"1180","British Columbia","Municipal","2005/2006","Operating",506,"Municipal","BC"
"1181","British Columbia","Fees","2005/2006","Operating",244896,"Fees","BC"
"1182","British Columbia","Ancillary enterprises","2005/2006","Operating",49149,"Investment, donations and other","BC"
"1183","Manitoba","Provincial","2005/2006","Operating",120707,"Provincial","MB"
"1184","Manitoba","Investment income","2005/2006","Operating",771,"Investment, donations and other","MB"
"1185","Manitoba","Federal","2005/2006","Operating",123,"Federal","MB"
"1186","Manitoba","Donations, bequests and non-government grants","2005/2006","Operating",1065,"Investment, donations and other","MB"
"1187","Manitoba","Provincial","2005/2006","Capital",5052,"Provincial","MB"
"1188","Manitoba","Donations, bequests and non-government grants","2005/2006","Capital",426,"Investment, donations and other","MB"
"1189","Manitoba","Federal","2005/2006","Sponsored research",106,"Federal","MB"
"1190","Manitoba","Fees","2005/2006","Operating",35007,"Fees","MB"
"1191","Manitoba","Miscellaneous","2005/2006","Operating",4503,"Investment, donations and other","MB"
"1192","Manitoba","Ancillary enterprises","2005/2006","Operating",9823,"Investment, donations and other","MB"
"1193","Manitoba","Miscellaneous","2005/2006","Sponsored research",25,"Investment, donations and other","MB"
"1194","New Brunswick","Ancillary enterprises","2005/2006","Operating",389,"Investment, donations and other","NB"
"1195","New Brunswick","Donations, bequests and non-government grants","2005/2006","Operating",1095,"Investment, donations and other","NB"
"1196","New Brunswick","Fees","2005/2006","Operating",22852,"Fees","NB"
